id;Vencimento;DataDocumento;NumeroDocumento;ValorDocumento;IDFornecedor;ValorAbatimento;DataAbatimento;Status
16097;20/01/2026;07/01/2026;1;116,91;253236;;;PENDING
16098;06/02/2026;07/01/2026;29805;641;267826;641;07/02/2026;PAID
16099;06/02/2026;07/01/2026;1;176;267671;176;07/02/2026;PAID
16100;06/02/2026;07/01/2026;1;74;267671;74;07/02/2026;PAID
16101;06/02/2026;07/01/2026;491654;75,6;267584;;;PENDING
16102;28/01/2026;29/12/2025;1;250;267574;;;PENDING
16103;09/02/2026;08/01/2026;1;110;267671;110;10/02/2026;PAID
16104;08/02/2026;08/01/2026;94499;39,6;267619;;;PENDING
16105;08/02/2026;08/01/2026;646767;171;267589;;;PENDING
16106;20/01/2026;08/01/2026;1;188,91;253236;;;PENDING
16107;20/01/2026;06/01/2026;1;338,3;253236;338,3;21/01/2026;PAID
16108;08/02/2026;08/01/2026;94512;220,5;267619;;;PENDING
16109;08/02/2026;09/01/2026;816;122,67;253253;;;PENDING
16110;05/02/2026;06/01/2026;1;538;267671;538;06/02/2026;PAID
16111;08/02/2026;09/01/2026;294644;913;267619;;;PENDING
16112;08/02/2026;09/01/2026;94646;57,19;267619;;;PENDING
16113;20/01/2026;09/01/2026;1;195,99;253236;;;PENDING
16114;05/02/2026;06/01/2026;1;1000,9;267574;;;PENDING
16115;20/01/2026;09/01/2026;1;1305,78;253236;;;PENDING
16116;08/02/2026;08/01/2026;484808;68,58;267642;;;PENDING
16117;02/02/2026;07/01/2026;1;344,04;253238;344,04;03/02/2026;PAID
16118;09/02/2026;10/01/2026;155340;4,88;267580;;;PENDING
16119;11/02/2026;08/01/2026;216100;75,17;267696;;;PENDING
16120;08/02/2026;12/01/2026;90804;110;267680;;;PENDING
16121;11/02/2026;09/01/2026;13041;3;267647;;;PENDING
16122;20/01/2026;13/01/2026;1;14,05;253236;;;PENDING
16123;20/01/2026;13/01/2026;1;89,24;253236;;;PENDING
16124;12/02/2026;12/02/2026;647722;413,25;267589;;;PENDING
16125;12/02/2026;13/01/2026;647787;473,13;267589;;;PENDING
16126;20/01/2026;13/01/2026;1;37,97;253236;;;PENDING
16127;13/02/2026;13/01/2026;82469;140,26;253236;;;PENDING
16128;13/02/2026;14/01/2026;82544;147,49;253236;;;PENDING
16129;13/02/2026;13/01/2026;419689;336,18;253243;;;PENDING
16130;13/01/2026;13/01/2025;1916;2158,26;267917;2158,26;14/01/2026;PAID
16131;12/01/2026;12/01/2026;PROTESTO;1239;253282;1239;14/01/2026;PAID
16132;12/01/2026;12/01/2026;PROTESTO;2386;267638;2386;14/01/2026;PAID
16133;08/01/2026;08/01/2026;PROTESTO;950;267717;950;14/01/2026;PAID
16134;08/01/2026;08/01/2026;PROTESTO;1043,89;268111;1043,89;14/01/2026;PAID
16135;08/01/2026;08/01/2026;PROTESTO;643,33;267622;643,33;14/01/2026;PAID
16136;08/01/2026;08/01/2026;PROTESTO;398,33;267622;398,33;14/01/2026;PAID
16137;08/01/2026;08/01/2026;PROTESTO;320;267622;320;14/01/2026;PAID
16138;08/01/2026;08/01/2026;PROTESTO;320;267622;320;14/01/2026;PAID
16139;08/01/2026;08/01/2026;PROTESTO;689;267660;689;14/01/2026;PAID
16140;08/01/2026;08/01/2026;PROTESTO;750;268018;750;14/01/2026;PAID
16141;08/01/2026;08/01/2026;PROTESTO;275;267717;275;14/01/2026;PAID
16142;07/01/2026;07/01/2026;1917;734,39;267621;734,39;14/01/2026;PAID
16143;13/02/2026;14/01/2026;82578;74,1;253236;;;PENDING
16144;12/01/2026;12/01/2026;1918;790,66;253245;790,66;14/01/2026;PAID
16145;20/01/2026;14/01/2026;1;241,56;253236;;;PENDING
16146;13/02/2026;14/01/2026;648131;186,2;267589;;;PENDING
16147;13/02/2026;14/01/2026;82646;73,56;253236;;;PENDING
16148;13/02/2026;14/01/2026;155632;42;267580;;;PENDING
16149;14/02/2026;15/01/2026;648260;133,47;267589;;;PENDING
16150;14/02/2026;15/01/2026;95131;915;267619;;;PENDING
16151;14/01/2026;14/01/2026;1919;202,5;267762;202,5;15/01/2026;PAID
16152;14/01/2026;14/01/2026;PROTESTO;1152;267584;1152;15/01/2026;PAID
16153;14/01/2026;14/01/2026;PROTESTO;1093,32;268086;1093,32;15/01/2026;PAID
16154;15/01/2026;15/01/2026;PROTESTO;1812;268112;1812;15/01/2026;PAID
16155;15/01/2026;15/01/2026;PROTESTO;822,33;253282;822,33;15/01/2026;PAID
16156;14/02/2026;15/01/2026;82758;161,54;253236;;;PENDING
16157;14/02/2026;15/01/2026;82761;37,97;253236;;;PENDING
16158;15/02/2026;16/01/2026;188907;120;267590;;;PENDING
16159;15/01/2026;15/01/2026;1,52567E+16;216,13;267785;216,13;16/01/2026;PAID
16160;15/01/2026;15/01/2026;PROTESTO;293,5;268091;293,5;16/01/2026;PAID
16161;15/01/2026;15/01/2026;ISS MENSAL;12384,82;268031;12384,82;16/01/2026;PAID
16162;10/02/2026;16/01/2026;1;42,88;253236;;;PENDING
16163;15/02/2026;16/01/2026;82892;184,34;253236;;;PENDING
16164;15/02/2026;16/01/2026;72458;25;253252;;;PENDING
16165;15/02/2026;16/01/2026;82913;57,04;253236;;;PENDING
16166;15/02/2026;16/01/2026;82956;27,36;253236;;;PENDING
16167;09/01/2026;09/01/2026;PROTESTO;310,33;267947;310,33;17/01/2026;PAID
16168;16/01/2026;16/01/2026;PROTESTO;310,33;267947;310,33;17/01/2026;PAID
16169;16/01/2026;16/01/2026;PROTESTO;230;267729;230;17/01/2026;PAID
16170;16/01/2026;16/01/2026;PROTESTO;138;267729;138;17/01/2026;PAID
16171;16/01/2026;16/01/2026;PROTESTO;1141,16;268086;1141,16;17/01/2026;PAID
16172;15/01/2026;15/01/2026;1920;104,2;267763;104,2;17/01/2026;PAID
16173;15/01/2026;15/01/2026;803950;70;267603;70;17/01/2026;PAID
16174;16/02/2026;17/01/2026;648794;154,88;267589;;;PENDING
16175;16/02/2026;17/01/2026;26267;276;267671;276;18/02/2026;PAID
16176;18/02/2026;15/01/2026;214980;60,77;267568;;;PENDING
16177;18/02/2026;19/01/2026;89100;305,12;253236;;;PENDING
16178;19/02/2026;19/01/2026;111095;119,7;253263;119,7;19/02/2026;PAID
16179;19/02/2026;19/01/2026;649081;270,76;267589;;;PENDING
16180;19/02/2026;19/01/2026;83135;258,19;253236;;;PENDING
16181;10/02/2026;20/01/2026;1;339,06;253236;;;PENDING
16182;19/02/2026;20/01/2026;30001;38,9;267840;;;PENDING
16183;19/02/2026;20/01/2026;189295;17;267963;;;PENDING
16184;19/02/2026;20/01/2006;189309;5;267963;;;PENDING
16185;21/02/2026;21/01/2026;494223;1062;267584;;;PENDING
16186;22/03/2026;21/01/2026;494223;1062;267584;;;PENDING
16187;21/04/2026;21/01/2026;494223;1062;267584;;;PENDING
16188;20/02/2026;21/01/2026;649518;586;267589;;;PENDING
16189;20/01/2026;20/01/2026;1923;360;267610;360;21/01/2026;PAID
16190;20/01/2026;20/01/2026;1924;140;268038;140;21/01/2026;PAID
16191;21/01/2026;21/01/2026;2241;80;267682;;;PENDING
16192;20/01/2026;20/01/2026;38140;630;268132;630;21/01/2026;PAID
16193;20/01/2026;20/01/2026;1925;71599,72;267626;71599,72;21/01/2026;PAID
16194;20/01/2026;20/01/2026;1926;4933,77;267835;4933,77;21/01/2026;PAID
16195;20/01/2026;20/01/2026;1927;6647,8;268026;6647,8;21/01/2026;PAID
16196;20/01/2026;20/01/2026;REQUISIÇÃO;260;267872;260;21/01/2026;PAID
16197;20/01/2026;20/01/2026;1928;660;267846;660;21/01/2026;PAID
16198;20/01/2026;20/01/2026;RENEGOCIAÇÃO ;1623,5;267597;1623,5;21/01/2026;PAID
16199;20/02/2026;20/01/2026;RENEGOCIAÇÃO -002;1623,5;267597;;;PENDING
16200;20/03/2026;20/01/2026;RENEGOCIAÇÃO -002-00;1623,5;267597;;;PENDING
16201;20/04/2026;20/01/2026;RENEGOCIAÇÃO -002-00;1623,5;267597;;;PENDING
16202;20/05/2026;20/01/2026;RENEGOCIAÇÃO -002-00;1623,5;267597;;;PENDING
16203;20/06/2026;20/01/2026;RENEGOCIAÇÃO -002-00;1623,5;267597;;;PENDING
16204;20/07/2026;20/01/2026;RENEGOCIAÇÃO -002-00;1623,5;267597;;;PENDING
16205;20/01/2026;20/01/2026;PROTESTO;282,5;267622;282,5;21/01/2026;PAID
16206;20/01/2026;20/01/2026;PROTESTO;643,34;267622;643,34;21/01/2026;PAID
16207;20/01/2026;20/01/2026;PROTESTO;1246,4;253282;1246,4;21/01/2026;PAID
16208;20/01/2026;20/01/2026;1929;354,9;267596;354,9;21/01/2026;PAID
16209;20/01/2026;20/01/2026;1930;237,89;267615;237,89;21/01/2026;PAID
16210;20/01/2026;20/01/2026;1931;455;267617;455;21/01/2026;PAID
16211;20/01/2026;20/01/2026;1932;438,88;267752;438,88;21/01/2026;PAID
16212;20/01/2026;20/01/2026;1933;344,05;267647;344,05;21/01/2026;PAID
16213;20/01/2026;20/01/2026;1934;933,58;268000;933,58;21/01/2026;PAID
16214;20/01/2026;20/01/2026;1935;970;267573;970;21/01/2026;PAID
16215;20/01/2026;20/01/2026;RENEGOCIAÇÃO;886,45;267646;886,45;21/01/2026;PAID
16216;20/01/2026;20/01/2026;RENEGOCIAÇÃO;3355;267724;3355;21/01/2026;PAID
16217;20/01/2026;20/01/2026;RENEGOCIAÇÃO;1516;267853;1516;21/01/2026;PAID
16218;20/01/2026;20/01/2026;1936;430,5;267853;430,5;21/01/2026;PAID
16219;20/01/2025;20/01/2025;1195574;481,52;253249;;;PENDING
16220;20/01/2026;20/01/2026;1937;467,74;253249;467,74;21/01/2026;PAID
16221;25/12/2025;25/12/2025;2242;508,66;253249;;;PENDING
16222;20/01/2026;20/01/2026;1938;128,28;268027;128,28;21/01/2026;PAID
16223;20/01/2026;20/01/2026;1939;960;267928;960;21/01/2026;PAID
16224;20/01/2026;20/01/2026;1940;96;267572;96;21/01/2026;PAID
16225;20/01/2026;20/01/2026;1941;747;267964;747;21/01/2026;PAID
16226;20/01/2026;20/01/2026;212500;1721,55;267642;1721,55;21/01/2026;PAID
16227;20/01/2026;20/01/2026;1942;274,66;267675;274,66;21/01/2026;PAID
16228;20/01/2026;20/01/2026;1943;422,66;268136;422,66;21/01/2026;PAID
16229;20/01/2026;20/01/2026;1944;1666,74;267348;1666,74;21/01/2026;PAID
16230;20/01/2026;20/01/2026;1945;390;267682;390;21/01/2026;PAID
16231;20/01/2026;20/01/2026;1946;700;267712;700;21/01/2026;PAID
16232;20/01/2026;20/01/2026;1947;488,34;267712;488,34;21/01/2026;PAID
16233;20/01/2026;20/01/2026;2625;139,66;253240;139,66;21/01/2026;PAID
16234;20/01/2026;20/01/2026;212091;996,62;267642;996,62;21/01/2026;PAID
16235;20/01/2026;20/01/2026;1948;2842,68;267619;2842,68;21/01/2026;PAID
16236;20/01/2026;20/01/2025;1949;266,3;253238;266,3;21/01/2026;PAID
16237;20/01/2026;20/01/2026;1950;337,64;253238;337,64;21/01/2026;PAID
16238;20/01/2026;20/01/2026;2243;380,37;253238;;;PENDING
16239;20/01/2026;20/01/2026;2244;389,3;253238;;;PENDING
16240;20/01/2026;20/01/2026;1951;688;253238;688;21/01/2026;PAID
16241;20/01/2026;20/01/2026;1952;323,69;253238;323,69;21/01/2026;PAID
16242;20/01/2026;20/01/2026;1953;256,95;253238;256,95;21/01/2026;PAID
16243;20/01/2026;20/01/2026;2245;292,6;253238;;;PENDING
16244;20/01/2026;20/01/2026;2246;435,43;253238;;;PENDING
16245;20/01/2026;20/01/2026;2247;792,26;253238;;;PENDING
16246;20/01/2026;20/01/2026;1954;389,3;253238;389,3;21/01/2026;PAID
16247;20/01/2026;20/01/2026;1955;337,34;253238;337,34;21/01/2026;PAID
16248;20/01/2026;20/01/2026;2248;389,3;253238;;;PENDING
16249;20/01/2026;20/01/2026;1956;2083,41;268146;2083,41;21/01/2026;PAID
16250;20/01/2026;20/01/2026;VALE;11200;267628;11200;21/01/2026;PAID
16251;20/01/2026;20/01/2026;RENEGOCIAÇÃO;900,17;267575;900,17;21/01/2026;PAID
16252;20/02/2026;21/01/2026;494345;305,5;267584;;;PENDING
16253;22/03/2026;21/01/2026;494345;304;267584;;;PENDING
16254;21/04/2026;21/01/2026;494345;304;267584;;;PENDING
16255;28/01/2026;21/01/2026;420189;144,23;253243;;;PENDING
16256;04/02/2026;21/01/2026;420189;144,23;253243;144,23;06/02/2026;PAID
16257;11/02/2026;21/01/2026;420189;144,23;253243;144,23;12/02/2026;PAID
16258;10/02/2026;21/01/2026;1;314,57;253236;;;PENDING
16259;23/12/2025;23/12/2025;1957;314,01;268046;314,01;22/01/2026;PAID
16260;22/01/2026;22/01/2026;1958;314,01;268046;314,01;22/01/2026;PAID
16261;22/01/2026;22/01/2026;PROTESTO;277,95;253244;277,95;22/01/2026;PAID
16262;21/01/2026;21/01/2026;PROTESTO;398,34;267622;398,34;22/01/2026;PAID
16263;21/01/2026;21/01/2026;PROTESTO;896,34;253242;896,34;22/01/2026;PAID
16264;21/01/2026;21/01/2026;31232;450;267688;450;22/01/2026;PAID
16265;21/01/2026;21/01/2026;31228;450;267688;450;22/01/2026;PAID
16266;21/01/2026;21/01/2026;1959;1086,66;267688;1086,66;22/01/2026;PAID
16267;21/01/2026;21/01/2026;1960;170,67;253244;170,67;22/01/2026;PAID
16268;21/01/2026;21/01/2026;1961;601;253256;601;22/01/2026;PAID
16269;21/01/2026;21/01/2026;1962;504;253256;504;22/01/2026;PAID
16270;21/01/2026;21/01/2026;1963;504;253256;504;22/01/2026;PAID
16271;10/02/2026;22/01/2026;1;89,91;253236;;;PENDING
16272;10/02/2026;22/01/2026;1;830,94;253236;;;PENDING
16273;22/01/2026;22/01/2026;1964;750;267962;750;23/01/2026;PAID
16274;22/01/2026;22/01/2026;RENEGOCIAÇÃO;150;267574;150;23/01/2026;PAID
16275;22/01/2026;22/01/2026;RENEGOCIAÇÃO;635;267630;635;23/01/2026;PAID
16276;22/01/2026;22/01/2026;RENEGOCIAÇÃO;893,48;267580;893,48;23/01/2026;PAID
16277;22/01/2026;22/01/2026;1965;406,12;267752;406,12;23/01/2026;PAID
16278;20/02/2026;22/01/2026;1;336,08;253238;336,08;21/02/2026;PAID
16279;02/03/2026;22/01/2026;2;291,08;253238;291,08;03/03/2026;PAID
16280;10/03/2026;22/01/2026;3;291,08;253238;;;PENDING
16281;20/03/2026;22/01/2026;4;291,06;253238;;;PENDING
16282;10/02/2026;23/01/2026;1;44,56;253236;;;PENDING
16283;23/01/2026;23/01/2026;1966;348,9;268046;348,9;23/01/2026;PAID
16284;22/02/2026;23/01/2026;83631;44,56;253236;;;PENDING
16285;07/01/2026;08/12/2025;1;1060;267574;;;PENDING
16286;06/02/2026;08/12/2025;2;1060;267574;;;PENDING
16287;08/03/2026;08/12/2025;3;1060;267574;;;PENDING
16288;07/04/2026;08/12/2025;4;1060;267574;;;PENDING
16289;07/05/2026;08/12/2025;5;1060;267574;;;PENDING
16290;22/02/2026;23/01/2026;1305125;540;267963;;;PENDING
16291;22/02/2026;23/01/2026;189545;170;267590;;;PENDING
16292;22/02/2026;22/01/2026;487883;357;267642;;;PENDING
16293;22/02/2026;19/01/2026;164597;9;267647;;;PENDING
16294;22/02/2026;23/01/2026;156286;103,77;267580;;;PENDING
16295;22/02/2026;23/01/2026;23012026;28,54;267692;;;PENDING
16296;10/02/2026;23/01/2026;1;94,58;253236;;;PENDING
16297;10/02/2026;23/01/2026;1;47,29;253236;;;PENDING
16298;22/02/2026;23/01/2026;83742;134,63;253236;;;PENDING
16299;23/01/2026;23/01/2026;1967;900;268098;900;26/01/2026;PAID
16300;23/01/2026;23/01/2026;1968;1200;268098;1200;26/01/2026;PAID
16301;23/01/2026;23/01/2026;1969;690;267660;690;26/01/2026;PAID
16302;23/01/2026;23/01/2026;PROTESTO;244;267725;244;26/01/2026;PAID
16303;23/01/2026;23/01/2026;1970;1104,94;268086;1104,94;26/01/2026;PAID
16304;23/01/2026;23/01/2026;1971;34,89;268046;34,89;26/01/2026;PAID
16305;25/02/2026;23/01/2026;488060;82,5;267642;;;PENDING
16306;10/01/2026;10/01/2026;1972;7300;268101;7300;26/01/2026;PAID
16307;10/01/2026;10/01/2026;1973;2300;268131;2300;26/01/2026;PAID
16308;25/02/2026;24/01/2026;26874;144;267592;;;PENDING
16309;20/01/2026;20/01/2026;RENEGOCIAÇÃO;900,17;267575;900,17;26/01/2026;PAID
16310;25/02/2026;23/01/2026;650051;8,1;267589;;;PENDING
16311;10/02/2026;26/01/2026;1;907,83;253236;;;PENDING
16312;26/01/2026;26/01/2026;1974;342,06;267649;342,06;26/01/2026;PAID
16313;10/02/2026;26/01/2026;1;52,9;253236;;;PENDING
16314;25/02/2026;26/01/2026;26492;116;267978;116;26/02/2026;PAID
16315;25/02/2026;26/01/2026;1127;139,79;253253;;;PENDING
16316;25/02/2026;26/01/2026;13164;5,1;267647;;;PENDING
16317;25/02/2026;26/01/2026;74598;24;267725;;;PENDING
16318;25/02/2026;26/01/2026;1;353,46;267596;353,46;26/02/2026;PAID
16319;26/02/2026;27/01/2026;22294;1836;267660;;;PENDING
16320;26/02/2026;27/01/2026;83965;219,78;253236;;;PENDING
16321;26/01/2026;26/01/2026;1975;2700;268090;2700;28/01/2026;PAID
16322;26/01/2026;26/01/2026;1976;490;267622;490;28/01/2026;PAID
16323;26/01/2026;26/01/2026;1977;1684,56;267812;1684,56;28/01/2026;PAID
16324;25/01/2026;25/01/2026;1978;1396;253270;1396;28/01/2026;PAID
16325;25/01/2026;25/01/2026;1979;137,82;267752;137,82;28/01/2026;PAID
16326;26/01/2026;26/01/2026;1980;3295,45;267867;3295,45;28/01/2026;PAID
16327;26/01/2026;26/01/2026;1981;510,31;253256;510,31;28/01/2026;PAID
16328;26/01/2026;26/01/2026;1982;401,99;253256;401,99;28/01/2026;PAID
16329;26/01/2026;26/01/2026;1983;773;253256;773;28/01/2026;PAID
16330;27/01/2026;27/01/2026;1984;1136,67;268130;1136,67;28/01/2026;PAID
16331;27/01/2026;27/01/2026;FECHAMENTO;4500;267719;4500;28/01/2026;PAID
16332;28/01/2026;26/01/2026;1;860;267897;;;PENDING
16333;27/02/2026;28/01/2026;96367;980;267619;;;PENDING
16334;10/02/2026;28/01/2026;1;42,36;253236;;;PENDING
16335;27/02/2026;28/01/2026;3999;2160;253276;;;PENDING
16336;27/02/2026;28/01/2026;374861;1839;267725;;;PENDING
16337;28/02/2026;29/01/2026;1;124;267574;;;PENDING
16338;10/02/2026;28/01/2026;1;261,06;253236;;;PENDING
16339;28/12/2025;28/11/2025;485157;171;267584;;;PENDING
16340;27/02/2026;28/01/2026;651014;90,44;267589;;;PENDING
16341;24/12/2025;22/11/2025;475937;127;267642;;;PENDING
16342;28/02/2026;09/01/2026;816;28,77;253253;;;PENDING
16343;14/02/2026;15/01/2026;275768;166,4;267804;;;PENDING
16344;28/02/2026;28/01/2026;451390;1008;253277;;;PENDING
16345;28/02/2026;29/01/2026;286866;3360;267568;;;PENDING
16346;28/02/2026;29/01/2026;96482;299,7;267619;;;PENDING
16347;10/02/2026;29/01/2026;1;32,94;253236;;;PENDING
16348;10/02/2026;29/01/2026;1;63,55;253236;;;PENDING
16349;28/02/2026;29/01/2026;1;150;267596;;;PENDING
16350;10/02/2026;28/01/2026;1;55,93;253236;;;PENDING
16351;28/02/2026;28/01/2026;651005;105,45;267589;;;PENDING
16352;10/02/2026;30/01/2026;1;102,8;253236;;;PENDING
16353;20/02/2026;29/01/2026;1;500,35;253256;500,35;21/02/2026;PAID
16354;29/01/2026;29/01/2026;1985;806,57;267568;806,57;30/01/2026;PAID
16355;01/03/2026;30/01/2026;1;30;267574;;;PENDING
16356;29/01/2026;29/01/2026;PROTESTO;1211,43;268086;1211,43;30/01/2026;PAID
16357;02/03/2026;29/01/2026;96563;279;267619;;;PENDING
16358;10/02/2026;30/01/2026;1;214,42;253236;;;PENDING
16359;02/03/2026;31/01/2026;647882;89,5;267991;;;PENDING
16360;02/03/2026;31/01/2026;651542;294,5;267589;;;PENDING
16361;20/02/2026;31/01/2026;2050;249,71;267580;249,71;21/02/2026;PAID
16362;01/02/2026;31/01/2026;1988;395,83;267642;395,83;03/02/2026;PAID
16366;20/02/2026;31/01/2026;2051;1396,2;267584;1396,2;21/02/2026;PAID
16367;20/03/2026;31/01/2026;2249;1396,2;267584;;;PENDING
16368;20/04/2026;31/01/2026;2250;1396,2;267584;;;PENDING
16369;01/02/2026;31/01/2026;2251;379;267597;;;PENDING
16370;20/02/2026;15/01/2026;1;1225;253247;;;PENDING
16371;01/02/2026;31/01/2026;1989;1751,4;267619;1751,4;03/02/2026;PAID
16372;20/02/2026;31/01/2026;2052;1751,4;267619;1751,4;21/02/2026;PAID
16373;01/03/2026;31/01/2026;2091;1751,4;267619;1751,4;03/03/2026;PAID
16374;02/03/2026;31/01/2026;79030;130;267737;130;03/03/2026;PAID
16375;02/03/2026;22/01/2026;1929;570;253235;;;PENDING
16376;02/03/2026;31/01/2026;1;1320;267574;;;PENDING
16377;04/03/2026;02/02/2026;84548;13,65;253236;;;PENDING
16378;05/03/2095;02/02/2026;651661;64,6;267589;;;PENDING
16379;20/02/2026;02/02/2026;1;33,08;253236;;;PENDING
16380;20/01/2026;12/01/2026;1;306,35;253236;;;PENDING
16381;30/01/2026;30/01/2026;2753;798;253240;798;03/02/2026;PAID
16382;05/03/2026;03/02/2026;190434;20;267590;;;PENDING
16383;02/02/2026;02/02/2026;1990;112,06;268148;112,06;03/02/2026;PAID
16384;02/02/2026;02/02/2026;1991;144,23;268148;144,23;03/02/2026;PAID
16385;01/02/2026;01/02/2026;1992;1306,66;267897;1306,66;03/02/2026;PAID
16386;01/02/2026;01/02/2026;1993;401;253256;401;03/02/2026;PAID
16387;01/02/2026;01/02/2026;1994;822,33;253282;822,33;03/02/2026;PAID
16388;01/02/2026;01/02/2026;1995;773;253256;773;03/02/2026;PAID
16389;01/02/2026;01/02/2026;1996;504;253256;504;03/02/2026;PAID
16390;01/02/2026;01/02/2026;1997;896,33;267786;896,33;03/02/2026;PAID
16391;02/02/2026;02/02/2026;1998;940;267655;940;03/02/2026;PAID
16392;02/02/2026;02/02/2026;1999;229;267840;229;03/02/2026;PAID
16393;02/02/2026;02/02/2026;2000;1105;267602;1105;03/02/2026;PAID
16394;30/01/2026;30/01/2026;2001;310,32;267947;310,32;03/02/2026;PAID
16395;30/01/2026;30/01/2026;2002;606;253240;606;03/02/2026;PAID
16396;30/01/2026;30/01/2026;2003;640;268149;640;03/02/2026;PAID
16397;30/01/2026;30/01/2026;2004;1125;268138;1125;03/02/2026;PAID
16398;30/01/2026;30/01/2026;PARCELA 6/60;1252,68;267626;1252,68;03/02/2026;PAID
16399;30/01/2026;30/01/2026;PARCELA 7/60;1252,68;267626;1252,68;03/02/2026;PAID
16400;02/02/2026;02/02/2026;PROTESTO;2300,72;268086;2300,72;03/02/2026;PAID
16401;05/03/2026;02/02/2026;651776;188,1;267589;;;PENDING
16402;02/02/2026;02/02/2026;1° PARCELA;432,03;268032;432,03;03/02/2026;PAID
16403;05/03/2026;30/01/2026;1536;58;267597;;;PENDING
16404;05/03/2026;03/02/2026;375750;205;267725;;;PENDING
16405;05/03/2026;03/02/2026;157035;24,24;267580;;;PENDING
16406;05/03/2026;03/02/2026;73299;480;267574;;;PENDING
16407;03/02/2026;03/02/2026;2005;1350;267884;1350;04/02/2026;PAID
16408;03/02/2026;03/02/2026;2006;464;267590;464;04/02/2026;PAID
16409;03/02/2026;03/02/2026;2007;112,06;268148;112,06;04/02/2026;PAID
16410;20/02/2026;03/02/2026;1;1539,08;253236;;;PENDING
16411;06/03/2026;29/12/2025;154902;132,5;267580;;;PENDING
16412;20/02/2026;03/02/2026;1;286,96;253236;;;PENDING
16413;20/02/2026;03/02/2026;1;15,55;253236;;;PENDING
16414;06/03/2026;04/02/2026;652219;104,02;267589;;;PENDING
16415;20/02/2026;03/02/2026;1;87,4;253236;;;PENDING
16416;20/02/2026;03/02/2026;1;10,54;253236;;;PENDING
16417;20/02/2026;03/02/2026;1;261,73;253236;;;PENDING
16418;20/02/2026;04/02/2026;1;136,26;253236;;;PENDING
16419;06/03/2026;04/02/2026;1;610;267574;;;PENDING
16420;05/03/2026;03/02/2026;1;235;253279;;;PENDING
16421;06/03/2026;03/02/2026;157018;345;267580;;;PENDING
16422;06/03/2026;03/02/2026;652158;43,22;267589;;;PENDING
16423;06/03/2026;03/02/2026;651973;362;267589;;;PENDING
16424;06/03/2026;04/02/2026;10527;570;267897;;;PENDING
16425;20/02/2026;04/02/2026;1;478,55;253236;;;PENDING
16426;06/03/2026;04/02/2026;1;230;267574;;;PENDING
16427;06/03/2026;04/02/2026;97028;166;267619;;;PENDING
16428;06/03/2026;04/02/2026;84889;34,87;253236;;;PENDING
16429;06/03/2026;04/02/2026;97079;378;267619;;;PENDING
16430;06/03/2026;04/02/2026;496942;335;267584;;;PENDING
16431;07/03/2026;04/02/2026;652355;148,23;267589;;;PENDING
16432;07/03/2026;04/02/2026;652402;361;267589;;;PENDING
16433;07/03/2026;04/02/2026;13241;14,56;267647;;;PENDING
16434;20/02/2026;04/02/2026;1;263,57;253236;;;PENDING
16435;07/03/2026;04/02/2026;48516;25,9;267612;;;PENDING
16436;06/03/2026;04/02/2026;1;928;267574;;;PENDING
16437;07/03/2026;05/02/2026;1;297;267574;;;PENDING
16438;20/02/2026;04/02/2026;1;69,74;253236;;;PENDING
16439;20/02/2026;04/02/2026;1;27;253236;;;PENDING
16440;20/02/2026;05/02/2026;1;407,66;253236;;;PENDING
16441;27/02/2026;28/01/2026;1;1102,16;267574;;;PENDING
16442;05/02/2026;05/02/2026;26110;840;267964;840;06/02/2026;PAID
16443;05/02/2026;05/02/2026;2008;933,58;268000;933,58;06/02/2026;PAID
16444;05/02/2026;05/02/2026;2009;996,62;267642;996,62;06/02/2026;PAID
16445;05/02/2026;05/02/2026;2010;1035,22;267718;1035,22;06/02/2026;PAID
16446;05/02/2026;05/02/2026;2011;1220,05;267642;1220,05;06/02/2026;PAID
16447;20/02/2026;05/02/2026;1;221,95;253236;;;PENDING
16448;08/03/2026;06/02/2026;497417;1167,3;267584;;;PENDING
16449;20/02/2026;05/02/2026;1;341,86;253236;;;PENDING
16450;20/02/2026;06/02/2026;1;858,42;253236;;;PENDING
16451;20/02/2026;05/02/2026;1;352,7;253236;;;PENDING
16452;20/02/2026;06/02/2026;1;119,34;253236;;;PENDING
16453;20/02/2026;06/02/2026;1;211,41;253236;;;PENDING
16454;10/06/2026;06/02/2026;1;1586,02;253236;;;PENDING
16455;20/02/2026;06/02/2026;1;177,09;253236;;;PENDING
16456;07/03/2026;05/02/2026;1;462;267660;;;PENDING
16457;06/04/2026;05/02/2026;2;462;267660;;;PENDING
16458;08/03/2026;06/02/2026;497545;70,2;267584;;;PENDING
16459;09/03/2026;06/02/2026;1311656;197;267897;;;PENDING
16460;09/03/2026;06/02/2026;1311565;775;267897;;;PENDING
16461;08/03/2026;06/02/2026;1;1065;267574;;;PENDING
16462;09/03/2026;06/02/2026;1094124;201,57;268082;;;PENDING
16463;09/03/2026;06/02/2026;159419;194,74;253256;;;PENDING
16464;07/03/2026;05/02/2026;1;324,25;253273;;;PENDING
16465;06/04/2026;05/02/2026;2;324,25;253273;;;PENDING
16466;20/02/2026;06/02/2026;1;150;253236;;;PENDING
16467;06/02/2026;06/02/2026;PROTESTO;311,87;253244;311,87;07/02/2026;PAID
16468;06/02/2026;06/02/2026;PROTESTO;230,4;253244;230,4;07/02/2026;PAID
